Plot,Loc,Entry,Trial,Rep,SubBlock,Range,Booting,Heading,Maturity,Height,GrainYield,TGW,SpikeLength,LeafLength,LeafWidth,GroundCover,NDVI_B,NDVI_H,NDVI_M
2256,GSJBL_2017,9005,9,2,8,106,72,79,121,96.3,8.736,54.2,13,20.2,1.64,85,0.74,0.7,0.25
2257,GSJBL_2017,9034,9,2,8,106,76,81,128,98.3,7.267,48.6,12.2,20.5,1.88,80,0.73,0.71,0.24
2258,GSJBL_2017,9002,9,2,8,106,76,82,127,103.3,9.979,41.8,12,26.76,2.1,100,0.77,0.73,0.3
2259,GSJBL_2017,9059,9,2,8,106,81,86,130,102.7,9.52,41.6,13.7,25.78,2.28,82,0.74,0.7,0.43
2260,GSJBL_2017,9031,9,2,8,106,77,83,127,95.7,5.489,50.2,11,17.9,1.66,85,0.71,0.68,0.35
2261,GSJBL_2017,9041,9,2,9,107,82,86,128,103.8,6.387,41.4,10.3,19.1,1.64,82,0.61,0.6,0.3
2262,GSJBL_2017,9003,9,2,9,107,75,80,127,104.3,10.098,45.8,11.9,25.38,2.18,82,0.75,0.73,0.34
2263,GSJBL_2017,9001,9,2,9,107,75,81,126,105.8,9.158,54.8,13.5,26.42,2.1,80,0.73,0.71,0.27
2264,GSJBL_2017,9048,9,2,9,107,78,83,124,104,8.307,45.4,11.5,26.52,1.76,85,0.71,0.69,0.27
2265,GSJBL_2017,9033,9,2,9,107,76,81,121,98,8.472,52.6,10.7,22.2,1.62,85,0.71,0.69,0.27
2266,GSJBL_2017,9045,9,2,10,107,69,76,121,90.8,8.876,46.6,10.8,26.32,1.76,80,0.73,0.71,0.26
2267,GSJBL_2017,9058,9,2,10,107,80,86,126,98,8.281,49.2,11.3,24.48,1.96,90,0.73,0.68,0.4
2268,GSJBL_2017,9053,9,2,10,107,71,79,123,98,9.108,49.8,12.4,27.28,1.94,100,0.74,0.7,0.32
2269,GSJBL_2017,9018,9,2,10,107,75,80,122,97.3,8.302,46.4,11.8,25.8,1.84,95,0.72,0.68,0.32
2270,GSJBL_2017,9050,9,2,10,107,70,77,117,95.7,6.587,51.4,11.3,20.4,1.56,85,0.67,0.66,0.28
2271,GSJBL_2017,9017,9,2,11,108,74,78,124,95.7,8.289,50,12.2,19.4,1.6,90,0.73,0.72,0.18
2272,GSJBL_2017,9037,9,2,11,108,76,81,124,95.8,7.208,46.4,11.8,18.6,1.54,85,0.73,0.72,0.27
2273,GSJBL_2017,9006,9,2,11,108,76,82,124,98.7,8.668,53,11.4,23.14,1.78,88,0.73,0.71,0.3
2274,GSJBL_2017,9047,9,2,11,108,71,76,121,94,9.387,47.2,10.5,24.3,1.6,88,0.76,0.73,0.31
2275,GSJBL_2017,9054,9,2,11,108,77,82,127,96.5,8.947,48.8,11.5,23.82,1.66,88,0.74,0.71,0.3
2276,GSJBL_2017,9019,9,2,12,108,75,81,124,100,9.251,55,12.1,22.6,1.8,88,0.75,0.72,0.36
2277,GSJBL_2017,9020,9,2,12,108,78,82,128,104.7,8.911,45,12.5,20.94,1.88,95,0.73,0.7,0.29
2278,GSJBL_2017,9036,9,2,12,108,75,79,126,100,9.04,49.8,11.7,26,1.84,90,0.75,0.73,0.39
2279,GSJBL_2017,9027,9,2,12,108,81,85,128,102,8.62,36.8,12,24.78,1.76,85,0.7,0.71,0.3
2280,GSJBL_2017,9051,9,2,12,108,75,81,124,101.7,8.041,51.6,10.8,27.08,1.96,90,0.74,0.7,0.3
2281,GSJBL_2017,10001,10,1,1,109,70,77,121,99.5,9.453,45.2,9.8,21.76,1.54,95,0.77,0.74,0.28
2282,GSJBL_2017,10002,10,1,1,109,76,82,127,101.2,9.041,40.8,12.5,24.62,1.88,95,0.78,0.75,0.32
2283,GSJBL_2017,10003,10,1,1,109,82,86,131,104.5,8.026,44.4,11.8,27.96,1.96,88,0.74,0.73,0.5
2284,GSJBL_2017,10004,10,1,1,109,71,78,121,102,8.983,51.4,11,25.28,2.04,90,0.78,0.76,0.35
2285,GSJBL_2017,10005,10,1,1,109,81,84,127,95.2,8.001,50.2,10.5,20.06,1.74,80,0.74,0.71,0.29
2286,GSJBL_2017,10006,10,1,2,109,82,86,127,93.8,8.482,47.2,10.7,19.14,1.68,85,0.75,0.7,0.25
2287,GSJBL_2017,10007,10,1,2,109,82,86,127,104.7,7.674,45.2,10.5,21.26,1.82,82,0.67,0.66,0.26
2288,GSJBL_2017,10008,10,1,2,109,83,87,128,94.4,7.009,48.8,12.3,22.36,1.66,80,0.65,0.63,0.33
2289,GSJBL_2017,10009,10,1,2,109,72,78,122,96.3,8.603,55,11.5,18.3,1.82,80,0.72,0.7,0.18
2290,GSJBL_2017,10010,10,1,2,109,73,80,122,94.8,7.654,56,12,18.06,1.82,85,0.71,0.67,0.23
2291,GSJBL_2017,10011,10,1,3,110,72,80,123,95.3,6.578,51.6,12.2,18.44,1.66,85,0.73,0.68,0.25
2292,GSJBL_2017,10012,10,1,3,110,75,81,124,99.5,8.584,51.2,13.3,20.88,1.82,85,0.75,0.71,0.24
2293,GSJBL_2017,10013,10,1,3,110,73,80,125,99.2,8.749,49.6,12.2,20.96,1.86,85,0.74,0.72,0.26
2294,GSJBL_2017,10014,10,1,3,110,81,85,125,101.8,7.204,51.2,10.2,16.68,1.8,80,0.67,0.64,0.3
2295,GSJBL_2017,10015,10,1,3,110,77,82,123,95.7,6.572,52.6,11.4,15.94,1.62,80,0.64,0.62,0.24
2296,GSJBL_2017,10016,10,1,4,110,70,78,120,96.7,8.615,54.4,11.5,19.24,1.84,80,0.7,0.67,0.26
2297,GSJBL_2017,10017,10,1,4,110,78,83,125,102.3,7.843,52.4,12.3,27.46,1.94,85,0.71,0.68,0.27
2298,GSJBL_2017,10018,10,1,4,110,76,82,126,101.2,8.669,48.6,11.5,22.66,1.76,82,0.75,0.72,0.4
2299,GSJBL_2017,10019,10,1,4,110,77,83,126,93.5,8.46,45.4,12.5,25.22,1.84,85,0.72,0.69,0.42
2300,GSJBL_2017,10020,10,1,4,110,70,75,118,98.5,7.671,54.4,9.2,24.72,1.74,90,0.74,0.72,0.32
2301,GSJBL_2017,10021,10,1,5,111,82,87,126,98.7,6.615,46.6,10.8,20.34,1.9,95,0.69,0.67,0.32
2302,GSJBL_2017,10022,10,1,5,111,73,78,127,93.7,9.001,46.2,12,21.18,2.04,88,0.77,0.75,0.36
2303,GSJBL_2017,10023,10,1,5,111,74,80,123,98.3,8.93,45.8,11.9,28.56,2.14,88,0.72,0.7,0.3
2304,GSJBL_2017,10024,10,1,5,111,75,80,119,95.7,9.039,45.2,11.2,23.84,2.02,90,0.75,0.73,0.33
2305,GSJBL_2017,10025,10,1,5,111,70,78,121,95.5,8.079,45.4,12.8,23.14,1.94,80,0.73,0.71,0.24
2306,GSJBL_2017,10026,10,1,6,111,73,79,123,94.8,8.155,56,12.7,20.34,1.84,80,0.67,0.68,0.25
2307,GSJBL_2017,10027,10,1,6,111,72,80,121,93,8.054,38.2,11.5,16.76,1.64,87,0.74,0.69,0.23
2308,GSJBL_2017,10028,10,1,6,111,67,73,119,103.3,8.737,47.4,10.7,22.42,1.76,90,0.73,0.71,0.26
2309,GSJBL_2017,10029,10,1,6,111,68,74,113,102.3,8.927,48.4,12.7,19.26,2.04,95,0.74,0.72,0.32
2310,GSJBL_2017,10030,10,1,6,111,72,79,114,98.7,7.498,46.2,11.8,18.06,1.6,85,0.71,0.69,0.41
2311,GSJBL_2017,10031,10,1,7,112,70,77,116,95.3,7.108,45.4,11.5,17.2,1.6,85,0.7,0.68,0.27
2312,GSJBL_2017,10032,10,1,7,112,71,77,119,97,8.442,45.4,11.5,19.82,1.64,85,0.74,0.71,0.33
2313,GSJBL_2017,10033,10,1,7,112,76,81,123,100,8.087,48.2,11.3,20.4,1.58,80,0.72,0.69,0.28
2314,GSJBL_2017,10034,10,1,7,112,70,77,115,93.2,7.384,48.2,10.2,18.4,1.72,80,0.7,0.67,0.3
2315,GSJBL_2017,10035,10,1,7,112,82,87,130,91.5,8.785,48.6,12.2,27.24,2.02,75,0.77,0.73,0.52
2316,GSJBL_2017,10036,10,1,8,112,81,84,128,98.2,9.316,52.4,12.8,24.14,2.06,80,0.73,0.69,0.29
2317,GSJBL_2017,10037,10,1,8,112,78,83,127,96.7,8.778,46.2,12.7,26.74,1.98,87,0.72,0.69,0.36
2318,GSJBL_2017,10038,10,1,8,112,77,82,127,101.7,9.216,52.4,11.8,25.34,1.98,92,0.74,0.71,0.33
2319,GSJBL_2017,10039,10,1,8,112,83,86,129,104,8.27,43.8,13.2,26.9,1.76,80,0.75,0.72,0.54
2320,GSJBL_2017,10040,10,1,8,112,74,80,121,96.2,7.824,54.4,10.2,23.2,1.56,85,0.73,0.71,0.31
2321,GSJBL_2017,10041,10,1,9,113,75,79,122,98,8.888,53,11.7,25.56,1.96,95,0.77,0.75,0.33
2322,GSJBL_2017,10042,10,1,9,113,77,84,128,104.3,9.108,52.6,13.7,28.48,2.02,80,0.74,0.71,0.33
2323,GSJBL_2017,10043,10,1,9,113,79,84,128,96.5,8.958,46,12.2,23.08,1.82,88,0.74,0.71,0.43
2324,GSJBL_2017,10044,10,1,9,113,83,88,128,97.8,7.277,42.6,13.3,22.42,1.92,85,0.73,0.69,0.4
2325,GSJBL_2017,10045,10,1,9,113,68,73,118,103.7,7.766,56,14,19.44,1.54,85,0.69,0.68,0.23
2326,GSJBL_2017,10046,10,1,10,113,77,82,123,88.2,8.05,49.2,12.2,16.84,1.52,88,0.7,0.68,0.27
2327,GSJBL_2017,10047,10,1,10,113,77,83,123,91.7,7.318,54.6,10.2,22.4,1.74,85,0.69,0.66,0.32
2328,GSJBL_2017,10048,10,1,10,113,76,81,122,99,8.817,51.6,11.8,28.28,2.04,100,0.72,0.7,0.28
2329,GSJBL_2017,10049,10,1,10,113,73,79,122,94.2,8.704,51,11,23.36,1.6,95,0.73,0.71,0.27
2330,GSJBL_2017,10050,10,1,10,113,80,86,127,94.2,7.349,44.6,10.2,22.14,1.98,85,0.65,0.61,0.26
2331,GSJBL_2017,10051,10,1,11,114,71,77,118,95.5,7.231,46,10.5,21.62,1.68,80,0.72,0.7,0.35
2332,GSJBL_2017,10052,10,1,11,114,73,79,120,94.2,8.366,50,10.3,25.2,1.92,82,0.72,0.69,0.35
2333,GSJBL_2017,10053,10,1,11,114,76,80,123,98.3,8.058,48.4,11,22.82,2.04,85,0.71,0.7,0.37
2334,GSJBL_2017,10054,10,1,11,114,76,82,123,85.7,8.485,49.6,10.3,19.82,1.52,90,0.72,0.68,0.35
2335,GSJBL_2017,10055,10,1,11,114,75,81,123,95.7,8.107,49,11.8,25.32,1.52,85,0.7,0.67,0.27
2336,GSJBL_2017,10056,10,1,12,114,78,83,126,100,7.629,45.6,11.2,24.84,1.7,80,0.67,0.66,0.29
2337,GSJBL_2017,10057,10,1,12,114,81,84,128,98.5,8.48,47.6,14.5,28.46,1.96,85,0.74,0.71,0.36
2338,GSJBL_2017,10058,10,1,12,114,83,87,129,98.8,8.622,40.2,11.5,28.92,1.86,90,0.74,0.72,0.37
2339,GSJBL_2017,10059,10,1,12,114,72,78,127,99.2,8.568,48,10.5,24.54,1.9,88,0.73,0.7,0.26
2340,GSJBL_2017,10060,10,1,12,114,76,81,121,100,6.527,48.2,10.7,25.48,1.64,90,0.72,0.68,0.34
2341,GSJBL_2017,10039,10,2,1,115,80,85,127,96.3,7.699,45.6,11.7,25.28,1.98,80,0.73,0.69,0.42
2342,GSJBL_2017,10024,10,2,1,115,71,77,119,101,8.899,49.6,11.2,23.06,1.74,85,0.7,0.68,0.3
2343,GSJBL_2017,10008,10,2,1,115,84,88,130,98.3,8.136,50.4,11.9,22.44,1.82,80,0.71,0.69,0.44
2344,GSJBL_2017,10038,10,2,1,115,83,87,128,97.5,8.487,47.2,12,24.34,2,85,0.76,0.71,0.38
2345,GSJBL_2017,10044,10,2,1,115,81,84,126,90.7,7.026,45.8,11.3,19.72,1.6,80,0.71,0.69,0.3
2346,GSJBL_2017,10032,10,2,2,115,71,76,120,95.1,7.699,41.4,10,19.08,1.68,85,0.72,0.71,0.25
2347,GSJBL_2017,10004,10,2,2,115,80,85,125,102.7,8.588,44.6,10.8,19.02,1.64,85,0.7,0.66,0.26
2348,GSJBL_2017,10022,10,2,2,115,74,80,128,109.2,9.019,46.6,13.7,24.1,2.26,90,0.75,0.72,0.36
2349,GSJBL_2017,10057,10,2,2,115,80,85,128,106.7,9.556,48,13.2,21.46,1.88,90,0.75,0.73,0.33
2350,GSJBL_2017,10012,10,2,2,115,76,81,125,102.5,8.096,52.8,12.5,19.16,1.84,85,0.73,0.71,0.29
2351,GSJBL_2017,10023,10,2,3,116,71,77,119,100.8,7.563,48.4,10.7,24.64,1.86,90,0.68,0.66,0.26
2352,GSJBL_2017,10025,10,2,3,116,70,76,121,104.7,8.865,43.8,14,24.68,1.86,92,0.76,0.74,0.29
2353,GSJBL_2017,10011,10,2,3,116,77,82,126,102.3,8.885,45.4,13.5,22.98,1.78,95,0.74,0.73,0.25
2354,GSJBL_2017,10056,10,2,3,116,79,82,123,102,7.515,48.4,11.8,21.96,1.66,85,0.66,0.66,0.23
2355,GSJBL_2017,10042,10,2,3,116,72,78,121,96,7.514,50,11.3,22.72,1.7,82,0.68,0.66,0.19
2356,GSJBL_2017,10016,10,2,4,116,71,77,120,93.8,7.781,52.2,10.2,22.38,1.92,80,0.67,0.65,0.22
2357,GSJBL_2017,10007,10,2,4,116,77,83,125,94,8.221,48.4,12,26.04,2,85,0.76,0.72,0.51
2358,GSJBL_2017,10035,10,2,4,116,78,83,128,93,8.944,44.4,12.3,24.16,1.94,75,0.76,0.75,0.09
2359,GSJBL_2017,10052,10,2,4,116,77,82,126,97,8.649,45.6,14.2,29.84,2.16,85,0.74,0.72,0.32
2360,GSJBL_2017,10029,10,2,4,116,63,74,113,98.7,8.536,45.8,10.5,20.42,2.02,95,0.8,0.74,0.32
2361,GSJBL_2017,10030,10,2,5,117,72,77,118,98.3,7.794,47.2,11.8,16.8,1.6,92,0.74,0.71,0.28
2362,GSJBL_2017,10055,10,2,5,117,76,81,126,92.8,9.159,54.8,11.8,26.8,1.76,87,0.75,0.72,0.31
2363,GSJBL_2017,10009,10,2,5,117,74,80,123,92.5,9.234,52,11.3,20.58,1.92,85,0.74,0.71,0.25
2364,GSJBL_2017,10043,10,2,5,117,80,85,126,102.8,9.079,49.2,13.5,26.66,2.1,80,0.73,0.7,0.35
2365,GSJBL_2017,10049,10,2,5,117,73,79,121,92.5,7.016,50.6,10.8,19.28,1.48,80,0.67,0.65,0.24
2366,GSJBL_2017,10060,10,2,6,117,72,80,119,95.2,5.709,49.4,10.7,20.08,1.48,85,0.67,0.62,0.26
2367,GSJBL_2017,10026,10,2,6,117,77,83,123,98.5,7.124,58,11,19.92,1.76,80,0.66,0.64,0.31
2368,GSJBL_2017,10015,10,2,6,117,80,85,127,98.3,7.866,46.4,12.5,18.22,1.84,80,0.69,0.67,0.32
2369,GSJBL_2017,10014,10,2,6,117,83,87,128,103.2,6.75,45.2,11.1,18.58,1.84,80,0.69,0.68,0.44
2370,GSJBL_2017,10040,10,2,6,117,74,80,121,96.8,7.802,54.8,10.2,19.36,1.66,85,0.7,0.66,0.29
2371,GSJBL_2017,10010,10,2,7,118,77,83,123,98,7.139,52.6,11,18.3,1.84,88,0.71,0.65,0.23
2372,GSJBL_2017,10028,10,2,7,118,68,73,116,104.3,8.859,47.2,11.2,24.86,1.7,90,0.76,0.73,0.36
2373,GSJBL_2017,10013,10,2,7,118,77,83,124,101.3,7.444,46.4,10.9,21.48,1.92,80,0.68,0.66,0.34
2374,GSJBL_2017,10021,10,2,7,118,84,90,128,98,5.563,48,11.3,23.7,1.82,80,0.64,0.61,0.28
2375,GSJBL_2017,10046,10,2,7,118,77,82,124,97.8,6.578,50,11.3,15.82,1.44,80,0.62,0.61,0.29
2376,GSJBL_2017,10005,10,2,8,118,83,87,128,96.5,7.805,47.2,10.8,19.54,1.74,75,0.71,0.67,0.23
2377,GSJBL_2017,10034,10,2,8,118,71,79,123,97.7,8.489,47.6,10.7,23.08,1.8,80,0.73,0.7,0.27
2378,GSJBL_2017,10002,10,2,8,118,82,87,133,103,9.176,37.6,11.4,26.6,1.7,88,0.78,0.74,0.53
2379,GSJBL_2017,10059,10,2,8,118,79,83,128,102.8,8.341,50.4,13.3,21.16,2.16,80,0.73,0.7,0.31
2380,GSJBL_2017,10031,10,2,8,118,73,79,122,100.7,8.683,39.2,11.7,21.94,1.8,92,0.76,0.73,0.32
2381,GSJBL_2017,10041,10,2,9,119,75,80,123,106.3,8.373,52,11.7,25.44,1.76,100,0.76,0.73,0.27
2382,GSJBL_2017,10003,10,2,9,119,83,88,128,94.3,7.821,45.2,13.3,25.06,1.88,80,0.73,0.71,0.47
2383,GSJBL_2017,10001,10,2,9,119,70,75,123,95.7,9.249,43,11.3,21.18,1.72,85,0.76,0.74,0.33
2384,GSJBL_2017,10048,10,2,9,119,77,83,128,99.7,8.877,46.6,11.8,14.84,1.42,80,0.77,0.74,0.39
2385,GSJBL_2017,10033,10,2,9,119,76,81,123,104.7,7.914,46.4,11.7,23.44,1.76,80,0.71,0.67,0.29
2386,GSJBL_2017,10045,10,2,10,119,69,78,123,98.3,8.674,55.8,10.3,21.5,1.66,80,0.73,0.68,0.22
2387,GSJBL_2017,10058,10,2,10,119,82,87,128,98,6.809,43.4,11.2,21.26,1.62,88,0.71,0.66,0.3
2388,GSJBL_2017,10053,10,2,10,119,76,82,125,100,7.874,47.4,12.4,22.58,1.86,90,0.74,0.71,0.29
2389,GSJBL_2017,10018,10,2,10,119,72,78,122,96,8.232,49.2,11.2,18.92,1.58,88,0.73,0.72,0.3
2390,GSJBL_2017,10050,10,2,10,119,81,86,128,102.8,7.485,51,11,22.26,1.96,80,0.66,0.63,0.26
2391,GSJBL_2017,10017,10,2,11,120,73,78,123,98.1,7.583,47.4,10.9,20.54,1.72,90,0.74,0.71,0.32
2392,GSJBL_2017,10037,10,2,11,120,78,83,126,105,9.03,49.6,11.3,21.46,1.86,85,0.72,0.68,0.33
2393,GSJBL_2017,10006,10,2,11,120,81,86,127,98.2,7.628,44.4,10.9,18.94,1.68,85,0.73,0.68,0.31
2394,GSJBL_2017,10047,10,2,11,120,78,83,126,109.6,8.203,52.2,12.2,21.16,1.78,90,0.73,0.69,0.35
2395,GSJBL_2017,10054,10,2,11,120,76,80,126,97.3,8.63,48.2,11,21.36,1.46,85,0.76,0.74,0.36
2396,GSJBL_2017,10019,10,2,12,120,71,77,123,91.5,7.714,43.8,11.2,21.62,1.72,80,0.74,0.72,0.36
2397,GSJBL_2017,10020,10,2,12,120,78,83,126,99.8,8.563,42.2,11.2,21.92,1.66,85,0.76,0.73,0.3
2398,GSJBL_2017,10036,10,2,12,120,76,80,126,107.3,10.003,50.4,12.2,23.1,1.9,90,0.73,0.7,0.4
2399,GSJBL_2017,10027,10,2,12,120,81,84,127,103.8,9.194,36.6,13.1,21.36,1.92,95,0.75,0.75,0.38
2400,GSJBL_2017,10051,10,2,12,120,73,78,121,104.7,8.106,44,10.9,21.76,1.8,95,0.74,0.72,0.34
2401,GSLDH_2017,1001,1,1,1,1,93,108,144,94.2,5.49,47.64,11.33,24.83,1.9,85,0.68,0.71,0.48
2402,GSLDH_2017,1002,1,1,1,1,92,108,144,110.7,6.671,40.85,10.33,18.17,2,85,0.69,0.7,0.53
2403,GSLDH_2017,1003,1,1,1,1,87,101,145,101.5,7.295,47.19,10.67,26.5,2.03,90,0.78,0.8,0.5
2404,GSLDH_2017,1004,1,1,1,1,93,108,147,101.7,6.396,36.05,10.5,22.17,1.97,90,0.7,0.71,0.43
2405,GSLDH_2017,1005,1,1,1,1,92,108,144,110.8,6.276,38.36,10.67,23.17,2.13,85,0.66,0.67,0.41
2406,GSLDH_2017,1006,1,1,2,1,90,107,142,106.3,6.286,39.94,11,23.17,2.03,90,0.72,0.74,0.41
2407,GSLDH_2017,1007,1,1,2,1,93,109,148,109.8,6.186,36.88,11,23.03,2.13,85,0.71,0.76,0.42
2408,GSLDH_2017,1008,1,1,2,1,86,107,148,111.2,6.715,36.26,12.17,30.27,2.2,90,0.73,0.78,0.46
2409,GSLDH_2017,1009,1,1,2,1,86,103,144,109.3,8.024,40,10,28.37,2.17,90,0.75,0.79,0.43
2410,GSLDH_2017,1010,1,1,2,1,89,103,140,97.8,5.712,47.69,12,25.1,2.13,80,0.64,0.71,0.39
2411,GSLDH_2017,1011,1,1,3,2,88,103,141,104.5,5.734,46.09,9,22.17,1.73,80,0.67,0.71,0.46
2412,GSLDH_2017,1012,1,1,3,2,88,106,145,98,6.806,41.64,9.17,25.67,1.97,85,0.76,0.81,0.3
2413,GSLDH_2017,1013,1,1,3,2,86,102,139,106.5,6.451,37.93,10.33,24.83,1.87,90,0.74,0.78,0.33
2414,GSLDH_2017,1014,1,1,3,2,87,103,142,103,6.404,40.99,11.5,27.17,1.93,80,0.71,0.78,0.41
2415,GSLDH_2017,1015,1,1,3,2,88,102,143,99.2,6.386,44.85,10.67,25.27,1.83,85,0.7,0.74,0.3
2416,GSLDH_2017,1016,1,1,4,2,87,99,141,105.5,6.485,43.7,10.17,25.67,1.93,90,0.74,0.76,0.33
2417,GSLDH_2017,1017,1,1,4,2,87,104,142,103.3,6.744,37.46,9.83,25.77,1.93,90,0.77,0.78,0.43
2418,GSLDH_2017,1018,1,1,4,2,86,101,143,106.3,6.896,38.79,10.5,30.67,1.9,90,0.76,0.77,0.39
2419,GSLDH_2017,1019,1,1,4,2,86,103,142,107.5,7.701,36.55,10.17,25.67,2.03,85,0.75,0.77,0.46
2420,GSLDH_2017,1020,1,1,4,2,88,103,139,98.8,6.918,44.69,9.83,26.83,2.23,80,0.74,0.77,0.45
2421,GSLDH_2017,1021,1,1,5,3,86,98,139,108.2,6.701,43.13,10.83,22.67,2,85,0.7,0.72,0.39
2422,GSLDH_2017,1022,1,1,5,3,89,107,143,107.5,6.856,41.06,10.67,26.5,2.17,85,0.73,0.75,0.5
2423,GSLDH_2017,1023,1,1,5,3,87,103,142,110.2,6.653,39.71,10.67,29.67,2.13,90,0.76,0.76,0.43
2424,GSLDH_2017,1024,1,1,5,3,87,102,141,109.7,7.077,40.53,10.83,27,2.07,85,0.74,0.77,0.5
2425,GSLDH_2017,1025,1,1,5,3,86,99,139,106,6.104,38.79,10.33,26.33,2.1,80,0.73,0.75,0.43
2426,GSLDH_2017,1026,1,1,6,3,87,105,141,106.8,6.715,43.38,11.17,26.93,2.33,85,0.73,0.79,0.42
2427,GSLDH_2017,1027,1,1,6,3,86,99,138,109.7,6.148,48.65,10.17,23.5,1.83,80,0.65,0.71,0.39
2428,GSLDH_2017,1028,1,1,6,3,86,97,137,105.2,6.132,48.08,10.33,25.77,1.93,90,0.7,0.73,0.39
2429,GSLDH_2017,1029,1,1,6,3,89,105,142,109.3,5.734,35.52,10.83,28.6,2.13,90,0.73,0.75,0.32
2430,GSLDH_2017,1030,1,1,6,3,88,103,142,99,5.849,38.56,10,25.1,1.97,85,0.67,0.74,0.4
2431,GSLDH_2017,1031,1,1,7,4,86,99,139,103.8,6.673,41.42,10.33,23.1,1.87,90,0.73,0.78,0.34
2432,GSLDH_2017,1032,1,1,7,4,86,100,139,108.3,6.264,42.33,10.17,24.93,1.9,85,0.75,0.78,0.36
2433,GSLDH_2017,1033,1,1,7,4,88,105,145,106.8,5.895,40.33,11.17,24.53,2.03,80,0.71,0.77,0.41
2434,GSLDH_2017,1034,1,1,7,4,90,104,141,105.3,6.334,37.87,10.17,21.83,1.87,80,0.75,0.8,0.38
2435,GSLDH_2017,1035,1,1,7,4,87,100,139,104.3,6.425,46.45,10.83,27.27,2.1,80,0.7,0.76,0.41
2436,GSLDH_2017,1036,1,1,8,4,89,108,145,111.8,6.144,42.63,9.67,27.33,2.07,85,0.68,0.73,0.45
2437,GSLDH_2017,1037,1,1,8,4,89,105,146,107.5,6.461,38.04,10.67,25.1,2.27,85,0.67,0.71,0.5
2438,GSLDH_2017,1038,1,1,8,4,90,107,147,108.7,6.431,36.27,11.83,25.53,2.23,90,0.78,0.79,0.44
2439,GSLDH_2017,1039,1,1,8,4,88,105,145,106,7.416,40.43,11,23.17,2.07,85,0.76,0.8,0.53
2440,GSLDH_2017,1040,1,1,8,4,89,108,145,103.8,6.926,44.55,10.67,23.83,2.13,80,0.71,0.75,0.45
2441,GSLDH_2017,1041,1,1,9,5,85,99,140,102,6.027,41.4,10.17,25.33,2.03,80,0.72,0.75,0.32
2442,GSLDH_2017,1042,1,1,9,5,90,109,146,101.5,6.697,40.12,10.5,20.67,2,85,0.72,0.76,0.51
2443,GSLDH_2017,1043,1,1,9,5,86,105,143,122.8,5.803,36.32,10.67,28.1,2.3,90,0.74,0.77,0.42
2444,GSLDH_2017,1044,1,1,9,5,92,110,149,115.2,5.887,35.19,11.5,26.83,2.17,90,0.76,0.78,0.45
2445,GSLDH_2017,1045,1,1,9,5,90,108,146,119.8,6.079,36.66,9.67,21.83,2.07,85,0.75,0.76,0.45
2446,GSLDH_2017,1046,1,1,10,5,90,107,142,113.2,6.342,37.61,10.33,26.17,2.03,85,0.76,0.81,0.41
2447,GSLDH_2017,1047,1,1,10,5,89,107,142,106.3,6.039,36.62,10.33,26.6,1.97,85,0.75,0.81,0.51
2448,GSLDH_2017,1048,1,1,10,5,90,107,144,108,5.596,38.92,10.83,23.47,2.1,80,0.71,0.76,0.46
2449,GSLDH_2017,1049,1,1,10,5,87,103,139,104.3,5.959,36.98,11.17,26.3,1.93,85,0.75,0.79,0.42
2450,GSLDH_2017,1050,1,1,10,5,89,104,142,106.2,5.801,36.71,11.67,27.6,2.07,90,0.78,0.8,0.35
2451,GSLDH_2017,1051,1,1,11,6,91,107,142,110.8,6.19,38.3,9.83,22.6,2.13,90,0.71,0.73,0.35
2452,GSLDH_2017,1052,1,1,11,6,89,108,148,117.5,5.957,39.39,10.83,30.87,2.23,85,0.75,0.76,0.42
2453,GSLDH_2017,1053,1,1,11,6,89,105,143,113.8,6.846,37.97,9.67,29.27,2.2,90,0.77,0.81,0.45
2454,GSLDH_2017,1054,1,1,11,6,89,103,142,103.7,6.858,41.67,9.67,25.3,1.83,90,0.76,0.8,0.46
2455,GSLDH_2017,1055,1,1,11,6,89,105,141,114.3,6.81,37.84,9.67,25.3,1.97,90,0.77,0.8,0.36
2456,GSLDH_2017,1056,1,1,12,6,89,108,148,120.7,6.992,35.76,10.83,26.43,2.2,90,0.75,0.76,0.5
2457,GSLDH_2017,1057,1,1,12,6,90,108,144,113.5,6.286,36.69,11.17,31.67,2.27,90,0.76,0.75,0.48
2458,GSLDH_2017,1058,1,1,12,6,89,105,144,113.5,6.717,39.34,9.17,24,2.13,85,0.75,0.77,0.5
2459,GSLDH_2017,1059,1,1,12,6,91,108,146,108.2,6.884,38.42,9.33,24.93,2.23,85,0.75,0.75,0.54
2460,GSLDH_2017,1060,1,1,12,6,89,105,142,104.7,6.758,43.61,11,26.1,2.07,75,0.77,0.8,0.51
2461,GSLDH_2017,1039,1,2,1,7,91,104,140,101.8,6.091,44,10.17,23.97,2.17,60,0.65,0.72,0.42
2462,GSLDH_2017,1024,1,2,1,7,89,102,146,106.7,NA,40.48,9.83,25.57,2.33,75,0.74,0.78,0.51
2463,GSLDH_2017,1008,1,2,1,7,91,108,146,109.7,6.292,35.09,12.33,28.77,2.2,80,0.75,0.8,0.44
2464,GSLDH_2017,1038,1,2,1,7,90,107,148,110.2,6.435,36.29,12.33,26.93,2.3,75,0.76,0.79,0.44
2465,GSLDH_2017,1044,1,2,1,7,92,108,148,114.3,6.527,35.77,11.67,23.7,2.17,85,0.76,0.77,0.49
